Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"LC","Land Cover","44","Colombia","5006","Area from CGLS","6970","Artificial surfaces (including urban and associated areas)","2015","2015","1000 ha","280.0626","FC","Calculated data"
"LC","Land Cover","44","Colombia","5006","Area from CGLS","6970","Artificial surfaces (including urban and associated areas)","2016","2016","1000 ha","281.718","FC","Calculated data"
"LC","Land Cover","44","Colombia","5006","Area from CGLS","6970","Artificial surfaces (including urban and associated areas)","2017","2017","1000 ha","282.4623","FC","Calculated data"
"LC","Land Cover","44","Colombia","5006","Area from CGLS","6970","Artificial surfaces (including urban and associated areas)","2018","2018","1000 ha","283.6099","FC","Calculated data"
"LC","Land Cover","44","Colombia","5006","Area from CGLS","6970","Artificial surfaces (including urban and associated areas)","2019","2019","1000 ha","284.7077","FC","Calculated data"
"LC","Land Cover","44","Colombia","5007","Area from MODIS","6970","Artificial surfaces (including urban and associated areas)","2001","2001","1000 ha","396.1955","FC","Calculated data"
"LC","Land Cover","44","Colombia","5007","Area from MODIS","6970","Artificial surfaces (including urban and associated areas)","2002","2002","1000 ha","396.7751","FC","Calculated data"
"LC","Land Cover","44","Colombia","5007","Area from MODIS","6970","Artificial surfaces (including urban and associated areas)","2003","2003","1000 ha","396.9254","FC","Calculated data"
"LC","Land Cover","44","Colombia","5007","Area from MODIS","6970","Artificial surfaces (including urban and associated areas)","2004","2004","1000 ha","397.4405","FC","Calculated data"
"LC","Land Cover","44","Colombia","5007","Area from MODIS","6970","Artificial surfaces (including urban and associated areas)","2005","2005","1000 ha","397.8913","FC","Calculated data"
"LC","Land Cover","44","Colombia","5007","Area from MODIS","6970","Artificial surfaces (including urban and associated areas)","2006","2006","1000 ha","398.1918","FC","Calculated data"
"LC","Land Cover","44","Colombia","5007","Area from MODIS","6970","Artificial surfaces (including urban and associated areas)","2007","2007","1000 ha","366.1004","FC","Calculated data"
"LC","Land Cover","44","Colombia","5007","Area from MODIS","6970","Artificial surfaces (including urban and associated areas)","2008","2008","1000 ha","399.5013","FC","Calculated data"
"LC","Land Cover","44","Colombia","5007","Area from MODIS","6970","Artificial surfaces (including urban and associated areas)","2009","2009","1000 ha","400.4028","FC","Calculated data"
"LC","Land Cover","44","Colombia","5007","Area from MODIS","6970","Artificial surfaces (including urban and associated areas)","2010","2010","1000 ha","400.8107","FC","Calculated data"
"LC","Land Cover","44","Colombia","5007","Area from MODIS","6970","Artificial surfaces (including urban and associated areas)","2011","2011","1000 ha","402.0342","FC","Calculated data"
"LC","Land Cover","44","Colombia","5007","Area from MODIS","6970","Artificial surfaces (including urban and associated areas)","2012","2012","1000 ha","403.0002","FC","Calculated data"
"LC","Land Cover","44","Colombia","5007","Area from MODIS","6970","Artificial surfaces (including urban and associated areas)","2013","2013","1000 ha","403.9662","FC","Calculated data"
"LC","Land Cover","44","Colombia","5007","Area from MODIS","6970","Artificial surfaces (including urban and associated areas)","2014","2014","1000 ha","404.5457","FC","Calculated data"
"LC","Land Cover","44","Colombia","5007","Area from MODIS","6970","Artificial surfaces (including urban and associated areas)","2015","2015","1000 ha","405.1897","FC","Calculated data"
"LC","Land Cover","44","Colombia","5007","Area from MODIS","6970","Artificial surfaces (including urban and associated areas)","2016","2016","1000 ha","405.7264","FC","Calculated data"
"LC","Land Cover","44","Colombia","5007","Area from MODIS","6970","Artificial surfaces (including urban and associated areas)","2017","2017","1000 ha","406.4777","FC","Calculated data"
"LC","Land Cover","44","Colombia","5007","Area from MODIS","6970","Artificial surfaces (including urban and associated areas)","2018","2018","1000 ha","407.508","FC","Calculated data"
"LC","Land Cover","44","Colombia","5007","Area from MODIS","6970","Artificial surfaces (including urban and associated areas)","2019","2019","1000 ha","408.5384","FC","Calculated data"
"LC","Land Cover","44","Colombia","5007","Area from MODIS","6970","Artificial surfaces (including urban and associated areas)","2020","2020","1000 ha","409.5902","FC","Calculated data"
"LC","Land Cover","44","Colombia","5008","Area from CCI_LC","6970","Artificial surfaces (including urban and associated areas)","1992","1992","1000 ha","127.173","FC","Calculated data"
"LC","Land Cover","44","Colombia","5008","Area from CCI_LC","6970","Artificial surfaces (including urban and associated areas)","1993","1993","1000 ha","129.6783","FC","Calculated data"
"LC","Land Cover","44","Colombia","5008","Area from CCI_LC","6970","Artificial surfaces (including urban and associated areas)","1994","1994","1000 ha","131.8988","FC","Calculated data"
"LC","Land Cover","44","Colombia","5008","Area from CCI_LC","6970","Artificial surfaces (including urban and associated areas)","1995","1995","1000 ha","134.0437","FC","Calculated data"
"LC","Land Cover","44","Colombia","5008","Area from CCI_LC","6970","Artificial surfaces (including urban and associated areas)","1996","1996","1000 ha","136.2236","FC","Calculated data"
"LC","Land Cover","44","Colombia","5008","Area from CCI_LC","6970","Artificial surfaces (including urban and associated areas)","1997","1997","1000 ha","138.3278","FC","Calculated data"
"LC","Land Cover","44","Colombia","5008","Area from CCI_LC","6970","Artificial surfaces (including urban and associated areas)","1998","1998","1000 ha","140.6587","FC","Calculated data"
"LC","Land Cover","44","Colombia","5008","Area from CCI_LC","6970","Artificial surfaces (including urban and associated areas)","1999","1999","1000 ha","143.3791","FC","Calculated data"
"LC","Land Cover","44","Colombia","5008","Area from CCI_LC","6970","Artificial surfaces (including urban and associated areas)","2000","2000","1000 ha","146.8901","FC","Calculated data"
"LC","Land Cover","44","Colombia","5008","Area from CCI_LC","6970","Artificial surfaces (including urban and associated areas)","2001","2001","1000 ha","148.1631","FC","Calculated data"
"LC","Land Cover","44","Colombia","5008","Area from CCI_LC","6970","Artificial surfaces (including urban and associated areas)","2002","2002","1000 ha","149.3082","FC","Calculated data"
"LC","Land Cover","44","Colombia","5008","Area from CCI_LC","6970","Artificial surfaces (including urban and associated areas)","2003","2003","1000 ha","150.1685","FC","Calculated data"
"LC","Land Cover","44","Colombia","5008","Area from CCI_LC","6970","Artificial surfaces (including urban and associated areas)","2004","2004","1000 ha","152.296","FC","Calculated data"
"LC","Land Cover","44","Colombia","5008","Area from CCI_LC","6970","Artificial surfaces (including urban and associated areas)","2005","2005","1000 ha","153.7027","FC","Calculated data"
"LC","Land Cover","44","Colombia","5008","Area from CCI_LC","6970","Artificial surfaces (including urban and associated areas)","2006","2006","1000 ha","157.1672","FC","Calculated data"
"LC","Land Cover","44","Colombia","5008","Area from CCI_LC","6970","Artificial surfaces (including urban and associated areas)","2007","2007","1000 ha","160.6549","FC","Calculated data"
"LC","Land Cover","44","Colombia","5008","Area from CCI_LC","6970","Artificial surfaces (including urban and associated areas)","2008","2008","1000 ha","163.631","FC","Calculated data"
"LC","Land Cover","44","Colombia","5008","Area from CCI_LC","6970","Artificial surfaces (including urban and associated areas)","2009","2009","1000 ha","166.5781","FC","Calculated data"
"LC","Land Cover","44","Colombia","5008","Area from CCI_LC","6970","Artificial surfaces (including urban and associated areas)","2010","2010","1000 ha","169.5252","FC","Calculated data"
"LC","Land Cover","44","Colombia","5008","Area from CCI_LC","6970","Artificial surfaces (including urban and associated areas)","2011","2011","1000 ha","172.7455","FC","Calculated data"
"LC","Land Cover","44","Colombia","5008","Area from CCI_LC","6970","Artificial surfaces (including urban and associated areas)","2012","2012","1000 ha","176.2739","FC","Calculated data"
"LC","Land Cover","44","Colombia","5008","Area from CCI_LC","6970","Artificial surfaces (including urban and associated areas)","2013","2013","1000 ha","182.3193","FC","Calculated data"
"LC","Land Cover","44","Colombia","5008","Area from CCI_LC","6970","Artificial surfaces (including urban and associated areas)","2014","2014","1000 ha","188.3878","FC","Calculated data"
"LC","Land Cover","44","Colombia","5008","Area from CCI_LC","6970","Artificial surfaces (including urban and associated areas)","2015","2015","1000 ha","192.079","FC","Calculated data"
"LC","Land Cover","44","Colombia","5008","Area from CCI_LC","6970","Artificial surfaces (including urban and associated areas)","2016","2016","1000 ha","192.3289","FC","Calculated data"
"LC","Land Cover","44","Colombia","5008","Area from CCI_LC","6970","Artificial surfaces (including urban and associated areas)","2017","2017","1000 ha","197.4035","FC","Calculated data"
"LC","Land Cover","44","Colombia","5008","Area from CCI_LC","6970","Artificial surfaces (including urban and associated areas)","2018","2018","1000 ha","201.0424","FC","Calculated data"
"LC","Land Cover","44","Colombia","5008","Area from CCI_LC","6970","Artificial surfaces (including urban and associated areas)","2019","2019","1000 ha","206.6808","FC","Calculated data"
"LC","Land Cover","44","Colombia","5008","Area from CCI_LC","6970","Artificial surfaces (including urban and associated areas)","2020","2020","1000 ha","206.7447","FC","Calculated data"
"LC","Land Cover","44","Colombia","5006","Area from CGLS","6971","Herbaceous crops","2015","2015","1000 ha","1983.3585","FC","Calculated data"
"LC","Land Cover","44","Colombia","5006","Area from CGLS","6971","Herbaceous crops","2016","2016","1000 ha","1967.3468","FC","Calculated data"
"LC","Land Cover","44","Colombia","5006","Area from CGLS","6971","Herbaceous crops","2017","2017","1000 ha","1962.7251","FC","Calculated data"
"LC","Land Cover","44","Colombia","5006","Area from CGLS","6971","Herbaceous crops","2018","2018","1000 ha","1957.5149","FC","Calculated data"
"LC","Land Cover","44","Colombia","5006","Area from CGLS","6971","Herbaceous crops","2019","2019","1000 ha","1957.695","FC","Calculated data"
"LC","Land Cover","44","Colombia","5007","Area from MODIS","6971","Herbaceous crops","2001","2001","1000 ha","493.5819","FC","Calculated data"
"LC","Land Cover","44","Colombia","5007","Area from MODIS","6971","Herbaceous crops","2002","2002","1000 ha","486.4895","FC","Calculated data"
"LC","Land Cover","44","Colombia","5007","Area from MODIS","6971","Herbaceous crops","2003","2003","1000 ha","488.005","FC","Calculated data"
"LC","Land Cover","44","Colombia","5007","Area from MODIS","6971","Herbaceous crops","2004","2004","1000 ha","489.2672","FC","Calculated data"
"LC","Land Cover","44","Colombia","5007","Area from MODIS","6971","Herbaceous crops","2005","2005","1000 ha","484.5447","FC","Calculated data"
"LC","Land Cover","44","Colombia","5007","Area from MODIS","6971","Herbaceous crops","2006","2006","1000 ha","484.3859","FC","Calculated data"
"LC","Land Cover","44","Colombia","5007","Area from MODIS","6971","Herbaceous crops","2007","2007","1000 ha","375.8845","FC","Calculated data"
"LC","Land Cover","44","Colombia","5007","Area from MODIS","6971","Herbaceous crops","2008","2008","1000 ha","493.8738","FC","Calculated data"
"LC","Land Cover","44","Colombia","5007","Area from MODIS","6971","Herbaceous crops","2009","2009","1000 ha","494.9213","FC","Calculated data"
"LC","Land Cover","44","Colombia","5007","Area from MODIS","6971","Herbaceous crops","2010","2010","1000 ha","490.6496","FC","Calculated data"
"LC","Land Cover","44","Colombia","5007","Area from MODIS","6971","Herbaceous crops","2011","2011","1000 ha","477.6113","FC","Calculated data"
"LC","Land Cover","44","Colombia","5007","Area from MODIS","6971","Herbaceous crops","2012","2012","1000 ha","483.9093","FC","Calculated data"
"LC","Land Cover","44","Colombia","5007","Area from MODIS","6971","Herbaceous crops","2013","2013","1000 ha","488.8765","FC","Calculated data"
"LC","Land Cover","44","Colombia","5007","Area from MODIS","6971","Herbaceous crops","2014","2014","1000 ha","491.9075","FC","Calculated data"
"LC","Land Cover","44","Colombia","5007","Area from MODIS","6971","Herbaceous crops","2015","2015","1000 ha","492.4399","FC","Calculated data"
"LC","Land Cover","44","Colombia","5007","Area from MODIS","6971","Herbaceous crops","2016","2016","1000 ha","514.7472","FC","Calculated data"
"LC","Land Cover","44","Colombia","5007","Area from MODIS","6971","Herbaceous crops","2017","2017","1000 ha","507.2943","FC","Calculated data"
"LC","Land Cover","44","Colombia","5007","Area from MODIS","6971","Herbaceous crops","2018","2018","1000 ha","510.4712","FC","Calculated data"
"LC","Land Cover","44","Colombia","5007","Area from MODIS","6971","Herbaceous crops","2019","2019","1000 ha","525.0208","FC","Calculated data"
"LC","Land Cover","44","Colombia","5007","Area from MODIS","6971","Herbaceous crops","2020","2020","1000 ha","585.8722","FC","Calculated data"
"LC","Land Cover","44","Colombia","5008","Area from CCI_LC","6971","Herbaceous crops","1992","1992","1000 ha","6189.2375","FC","Calculated data"
"LC","Land Cover","44","Colombia","5008","Area from CCI_LC","6971","Herbaceous crops","1993","1993","1000 ha","5991.3584","FC","Calculated data"
"LC","Land Cover","44","Colombia","5008","Area from CCI_LC","6971","Herbaceous crops","1994","1994","1000 ha","5850.6094","FC","Calculated data"
"LC","Land Cover","44","Colombia","5008","Area from CCI_LC","6971","Herbaceous crops","1995","1995","1000 ha","5355.4969","FC","Calculated data"
"LC","Land Cover","44","Colombia","5008","Area from CCI_LC","6971","Herbaceous crops","1996","1996","1000 ha","5865.2322","FC","Calculated data"
"LC","Land Cover","44","Colombia","5008","Area from CCI_LC","6971","Herbaceous crops","1997","1997","1000 ha","5907.645","FC","Calculated data"
"LC","Land Cover","44","Colombia","5008","Area from CCI_LC","6971","Herbaceous crops","1998","1998","1000 ha","5815.1746","FC","Calculated data"
"LC","Land Cover","44","Colombia","5008","Area from CCI_LC","6971","Herbaceous crops","1999","1999","1000 ha","5837.6952","FC","Calculated data"
"LC","Land Cover","44","Colombia","5008","Area from CCI_LC","6971","Herbaceous crops","2000","2000","1000 ha","6236.4192","FC","Calculated data"
"LC","Land Cover","44","Colombia","5008","Area from CCI_LC","6971","Herbaceous crops","2001","2001","1000 ha","5930.2888","FC","Calculated data"
"LC","Land Cover","44","Colombia","5008","Area from CCI_LC","6971","Herbaceous crops","2002","2002","1000 ha","5971.8797","FC","Calculated data"
"LC","Land Cover","44","Colombia","5008","Area from CCI_LC","6971","Herbaceous crops","2003","2003","1000 ha","6112.2598","FC","Calculated data"
"LC","Land Cover","44","Colombia","5008","Area from CCI_LC","6971","Herbaceous crops","2004","2004","1000 ha","6180.7854","FC","Calculated data"
"LC","Land Cover","44","Colombia","5008","Area from CCI_LC","6971","Herbaceous crops","2005","2005","1000 ha","5731.9294","FC","Calculated data"
"LC","Land Cover","44","Colombia","5008","Area from CCI_LC","6971","Herbaceous crops","2006","2006","1000 ha","5769.5392","FC","Calculated data"
"LC","Land Cover","44","Colombia","5008","Area from CCI_LC","6971","Herbaceous crops","2007","2007","1000 ha","5678.6814","FC","Calculated data"
"LC","Land Cover","44","Colombia","5008","Area from CCI_LC","6971","Herbaceous crops","2008","2008","1000 ha","5341.8846","FC","Calculated data"
"LC","Land Cover","44","Colombia","5008","Area from CCI_LC","6971","Herbaceous crops","2009","2009","1000 ha","5330.472","FC","Calculated data"
"LC","Land Cover","44","Colombia","5008","Area from CCI_LC","6971","Herbaceous crops","2010","2010","1000 ha","5289.3697","FC","Calculated data"
"LC","Land Cover","44","Colombia","5008","Area from CCI_LC","6971","Herbaceous crops","2011","2011","1000 ha","4677.6456","FC","Calculated data"
"LC","Land Cover","44","Colombia","5008","Area from CCI_LC","6971","Herbaceous crops","2012","2012","1000 ha","4592.1473","FC","Calculated data"
"LC","Land Cover","44","Colombia","5008","Area from CCI_LC","6971","Herbaceous crops","2013","2013","1000 ha","4891.0764","FC","Calculated data"
"LC","Land Cover","44","Colombia","5008","Area from CCI_LC","6971","Herbaceous crops","2014","2014","1000 ha","4804.2924","FC","Calculated data"
"LC","Land Cover","44","Colombia","5008","Area from CCI_LC","6971","Herbaceous crops","2015","2015","1000 ha","4748.7343","FC","Calculated data"
"LC","Land Cover","44","Colombia","5008","Area from CCI_LC","6971","Herbaceous crops","2016","2016","1000 ha","4704.3466","FC","Calculated data"
"LC","Land Cover","44","Colombia","5008","Area from CCI_LC","6971","Herbaceous crops","2017","2017","1000 ha","6084.2929","FC","Calculated data"
"LC","Land Cover","44","Colombia","5008","Area from CCI_LC","6971","Herbaceous crops","2018","2018","1000 ha","6087.9633","FC","Calculated data"
"LC","Land Cover","44","Colombia","5008","Area from CCI_LC","6971","Herbaceous crops","2019","2019","1000 ha","6074.97","FC","Calculated data"
"LC","Land Cover","44","Colombia","5008","Area from CCI_LC","6971","Herbaceous crops","2020","2020","1000 ha","6090.8436","FC","Calculated data"
"LC","Land Cover","44","Colombia","5006","Area from CGLS","6972","Woody crops","2015","2015","1000 ha","","NV","Data not available"
"LC","Land Cover","44","Colombia","5006","Area from CGLS","6972","Woody crops","2016","2016","1000 ha","","NV","Data not available"
"LC","Land Cover","44","Colombia","5006","Area from CGLS","6972","Woody crops","2017","2017","1000 ha","","NV","Data not available"
"LC","Land Cover","44","Colombia","5006","Area from CGLS","6972","Woody crops","2018","2018","1000 ha","","NV","Data not available"
"LC","Land Cover","44","Colombia","5006","Area from CGLS","6972","Woody crops","2019","2019","1000 ha","","NV","Data not available"
"LC","Land Cover","44","Colombia","5007","Area from MODIS","6972","Woody crops","2001","2001","1000 ha","","NV","Data not available"
"LC","Land Cover","44","Colombia","5007","Area from MODIS","6972","Woody crops","2002","2002","1000 ha","","NV","Data not available"
"LC","Land Cover","44","Colombia","5007","Area from MODIS","6972","Woody crops","2003","2003","1000 ha","","NV","Data not available"
"LC","Land Cover","44","Colombia","5007","Area from MODIS","6972","Woody crops","2004","2004","1000 ha","","NV","Data not available"
"LC","Land Cover","44","Colombia","5007","Area from MODIS","6972","Woody crops","2005","2005","1000 ha","","NV","Data not available"
"LC","Land Cover","44","Colombia","5007","Area from MODIS","6972","Woody crops","2006","2006","1000 ha","","NV","Data not available"
"LC","Land Cover","44","Colombia","5007","Area from MODIS","6972","Woody crops","2007","2007","1000 ha","","NV","Data not available"
"LC","Land Cover","44","Colombia","5007","Area from MODIS","6972","Woody crops","2008","2008","1000 ha","","NV","Data not available"
"LC","Land Cover","44","Colombia","5007","Area from MODIS","6972","Woody crops","2009","2009","1000 ha","","NV","Data not available"
"LC","Land Cover","44","Colombia","5007","Area from MODIS","6972","Woody crops","2010","2010","1000 ha","","NV","Data not available"
"LC","Land Cover","44","Colombia","5007","Area from MODIS","6972","Woody crops","2011","2011","1000 ha","","NV","Data not available"
"LC","Land Cover","44","Colombia","5007","Area from MODIS","6972","Woody crops","2012","2012","1000 ha","","NV","Data not available"
"LC","Land Cover","44","Colombia","5007","Area from MODIS","6972","Woody crops","2013","2013","1000 ha","","NV","Data not available"
"LC","Land Cover","44","Colombia","5007","Area from MODIS","6972","Woody crops","2014","2014","1000 ha","","NV","Data not available"
"LC","Land Cover","44","Colombia","5007","Area from MODIS","6972","Woody crops","2015","2015","1000 ha","","NV","Data not available"
"LC","Land Cover","44","Colombia","5007","Area from MODIS","6972","Woody crops","2016","2016","1000 ha","","NV","Data not available"
"LC","Land Cover","44","Colombia","5007","Area from MODIS","6972","Woody crops","2017","2017","1000 ha","","NV","Data not available"
"LC","Land Cover","44","Colombia","5007","Area from MODIS","6972","Woody crops","2018","2018","1000 ha","","NV","Data not available"
"LC","Land Cover","44","Colombia","5007","Area from MODIS","6972","Woody crops","2019","2019","1000 ha","","NV","Data not available"
"LC","Land Cover","44","Colombia","5007","Area from MODIS","6972","Woody crops","2020","2020","1000 ha","","NV","Data not available"
"LC","Land Cover","44","Colombia","5008","Area from CCI_LC","6972","Woody crops","1992","1992","1000 ha","3689.35","FC","Calculated data"
"LC","Land Cover","44","Colombia","5008","Area from CCI_LC","6972","Woody crops","1993","1993","1000 ha","3888.3363","FC","Calculated data"
"LC","Land Cover","44","Colombia","5008","Area from CCI_LC","6972","Woody crops","1994","1994","1000 ha","4028.4916","FC","Calculated data"
"LC","Land Cover","44","Colombia","5008","Area from CCI_LC","6972","Woody crops","1995","1995","1000 ha","4533.9784","FC","Calculated data"
"LC","Land Cover","44","Colombia","5008","Area from CCI_LC","6972","Woody crops","1996","1996","1000 ha","4008.9935","FC","Calculated data"
"LC","Land Cover","44","Colombia","5008","Area from CCI_LC","6972","Woody crops","1997","1997","1000 ha","3997.3746","FC","Calculated data"
"LC","Land Cover","44","Colombia","5008","Area from CCI_LC","6972","Woody crops","1998","1998","1000 ha","4162.4887","FC","Calculated data"
"LC","Land Cover","44","Colombia","5008","Area from CCI_LC","6972","Woody crops","1999","1999","1000 ha","4207.9285","FC","Calculated data"
"LC","Land Cover","44","Colombia","5008","Area from CCI_LC","6972","Woody crops","2000","2000","1000 ha","3821.9645","FC","Calculated data"
"LC","Land Cover","44","Colombia","5008","Area from CCI_LC","6972","Woody crops","2001","2001","1000 ha","4144.3801","FC","Calculated data"
"LC","Land Cover","44","Colombia","5008","Area from CCI_LC","6972","Woody crops","2002","2002","1000 ha","4119.0034","FC","Calculated data"
"LC","Land Cover","44","Colombia","5008","Area from CCI_LC","6972","Woody crops","2003","2003","1000 ha","4009.1457","FC","Calculated data"
"LC","Land Cover","44","Colombia","5008","Area from CCI_LC","6972","Woody crops","2004","2004","1000 ha","4059.7652","FC","Calculated data"
"LC","Land Cover","44","Colombia","5008","Area from CCI_LC","6972","Woody crops","2005","2005","1000 ha","4489.9171","FC","Calculated data"
"LC","Land Cover","44","Colombia","5008","Area from CCI_LC","6972","Woody crops","2006","2006","1000 ha","4436.9653","FC","Calculated data"
"LC","Land Cover","44","Colombia","5008","Area from CCI_LC","6972","Woody crops","2007","2007","1000 ha","4467.9115","FC","Calculated data"
"LC","Land Cover","44","Colombia","5008","Area from CCI_LC","6972","Woody crops","2008","2008","1000 ha","4760.9912","FC","Calculated data"
"LC","Land Cover","44","Colombia","5008","Area from CCI_LC","6972","Woody crops","2009","2009","1000 ha","4741.8678","FC","Calculated data"
"LC","Land Cover","44","Colombia","5008","Area from CCI_LC","6972","Woody crops","2010","2010","1000 ha","4770.3334","FC","Calculated data"
"LC","Land Cover","44","Colombia","5008","Area from CCI_LC","6972","Woody crops","2011","2011","1000 ha","5376.6381","FC","Calculated data"
