Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"LC","Land Cover","44","Colombia","5008","Area from CCI_LC","6974","Tree-covered areas","2017","2017","1000 ha","75261.8293","FC","Calculated data"
"LC","Land Cover","44","Colombia","5008","Area from CCI_LC","6974","Tree-covered areas","2018","2018","1000 ha","75266.9241","FC","Calculated data"
"LC","Land Cover","44","Colombia","5008","Area from CCI_LC","6974","Tree-covered areas","2019","2019","1000 ha","75211.6027","FC","Calculated data"
"LC","Land Cover","44","Colombia","5008","Area from CCI_LC","6974","Tree-covered areas","2020","2020","1000 ha","75169.039","FC","Calculated data"
"LC","Land Cover","44","Colombia","5006","Area from CGLS","6975","Mangroves","2015","2015","1000 ha","","NV","Data not available"
"LC","Land Cover","44","Colombia","5006","Area from CGLS","6975","Mangroves","2016","2016","1000 ha","","NV","Data not available"
"LC","Land Cover","44","Colombia","5006","Area from CGLS","6975","Mangroves","2017","2017","1000 ha","","NV","Data not available"
"LC","Land Cover","44","Colombia","5006","Area from CGLS","6975","Mangroves","2018","2018","1000 ha","","NV","Data not available"
"LC","Land Cover","44","Colombia","5006","Area from CGLS","6975","Mangroves","2019","2019","1000 ha","","NV","Data not available"
"LC","Land Cover","44","Colombia","5007","Area from MODIS","6975","Mangroves","2001","2001","1000 ha","548.2812","FC","Calculated data"
"LC","Land Cover","44","Colombia","5007","Area from MODIS","6975","Mangroves","2002","2002","1000 ha","561.6115","FC","Calculated data"
"LC","Land Cover","44","Colombia","5007","Area from MODIS","6975","Mangroves","2003","2003","1000 ha","598.3181","FC","Calculated data"
"LC","Land Cover","44","Colombia","5007","Area from MODIS","6975","Mangroves","2004","2004","1000 ha","656.0613","FC","Calculated data"
"LC","Land Cover","44","Colombia","5007","Area from MODIS","6975","Mangroves","2005","2005","1000 ha","709.8548","FC","Calculated data"
"LC","Land Cover","44","Colombia","5007","Area from MODIS","6975","Mangroves","2006","2006","1000 ha","743.7708","FC","Calculated data"
"LC","Land Cover","44","Colombia","5007","Area from MODIS","6975","Mangroves","2007","2007","1000 ha","607.0762","FC","Calculated data"
"LC","Land Cover","44","Colombia","5007","Area from MODIS","6975","Mangroves","2008","2008","1000 ha","745.574","FC","Calculated data"
"LC","Land Cover","44","Colombia","5007","Area from MODIS","6975","Mangroves","2009","2009","1000 ha","735.3562","FC","Calculated data"
"LC","Land Cover","44","Colombia","5007","Area from MODIS","6975","Mangroves","2010","2010","1000 ha","715.1354","FC","Calculated data"
"LC","Land Cover","44","Colombia","5007","Area from MODIS","6975","Mangroves","2011","2011","1000 ha","695.6014","FC","Calculated data"
"LC","Land Cover","44","Colombia","5007","Area from MODIS","6975","Mangroves","2012","2012","1000 ha","661.0843","FC","Calculated data"
"LC","Land Cover","44","Colombia","5007","Area from MODIS","6975","Mangroves","2013","2013","1000 ha","602.4396","FC","Calculated data"
"LC","Land Cover","44","Colombia","5007","Area from MODIS","6975","Mangroves","2014","2014","1000 ha","592.7799","FC","Calculated data"
"LC","Land Cover","44","Colombia","5007","Area from MODIS","6975","Mangroves","2015","2015","1000 ha","582.7339","FC","Calculated data"
"LC","Land Cover","44","Colombia","5007","Area from MODIS","6975","Mangroves","2016","2016","1000 ha","571.679","FC","Calculated data"
"LC","Land Cover","44","Colombia","5007","Area from MODIS","6975","Mangroves","2017","2017","1000 ha","605.316","FC","Calculated data"
"LC","Land Cover","44","Colombia","5007","Area from MODIS","6975","Mangroves","2018","2018","1000 ha","623.519","FC","Calculated data"
"LC","Land Cover","44","Colombia","5007","Area from MODIS","6975","Mangroves","2019","2019","1000 ha","616.7788","FC","Calculated data"
"LC","Land Cover","44","Colombia","5007","Area from MODIS","6975","Mangroves","2020","2020","1000 ha","603.0406","FC","Calculated data"
"LC","Land Cover","44","Colombia","5008","Area from CCI_LC","6975","Mangroves","1992","1992","1000 ha","345.8863","FC","Calculated data"
"LC","Land Cover","44","Colombia","5008","Area from CCI_LC","6975","Mangroves","1993","1993","1000 ha","345.8708","FC","Calculated data"
"LC","Land Cover","44","Colombia","5008","Area from CCI_LC","6975","Mangroves","1994","1994","1000 ha","345.8398","FC","Calculated data"
"LC","Land Cover","44","Colombia","5008","Area from CCI_LC","6975","Mangroves","1995","1995","1000 ha","356.0162","FC","Calculated data"
"LC","Land Cover","44","Colombia","5008","Area from CCI_LC","6975","Mangroves","1996","1996","1000 ha","357.45","FC","Calculated data"
"LC","Land Cover","44","Colombia","5008","Area from CCI_LC","6975","Mangroves","1997","1997","1000 ha","359.1938","FC","Calculated data"
"LC","Land Cover","44","Colombia","5008","Area from CCI_LC","6975","Mangroves","1998","1998","1000 ha","360.4029","FC","Calculated data"
"LC","Land Cover","44","Colombia","5008","Area from CCI_LC","6975","Mangroves","1999","1999","1000 ha","361.1082","FC","Calculated data"
"LC","Land Cover","44","Colombia","5008","Area from CCI_LC","6975","Mangroves","2000","2000","1000 ha","361.7127","FC","Calculated data"
"LC","Land Cover","44","Colombia","5008","Area from CCI_LC","6975","Mangroves","2001","2001","1000 ha","362.4103","FC","Calculated data"
"LC","Land Cover","44","Colombia","5008","Area from CCI_LC","6975","Mangroves","2002","2002","1000 ha","363.4101","FC","Calculated data"
"LC","Land Cover","44","Colombia","5008","Area from CCI_LC","6975","Mangroves","2003","2003","1000 ha","363.5806","FC","Calculated data"
"LC","Land Cover","44","Colombia","5008","Area from CCI_LC","6975","Mangroves","2004","2004","1000 ha","364.4796","FC","Calculated data"
"LC","Land Cover","44","Colombia","5008","Area from CCI_LC","6975","Mangroves","2005","2005","1000 ha","364.8516","FC","Calculated data"
"LC","Land Cover","44","Colombia","5008","Area from CCI_LC","6975","Mangroves","2006","2006","1000 ha","367.0915","FC","Calculated data"
"LC","Land Cover","44","Colombia","5008","Area from CCI_LC","6975","Mangroves","2007","2007","1000 ha","370.2769","FC","Calculated data"
"LC","Land Cover","44","Colombia","5008","Area from CCI_LC","6975","Mangroves","2008","2008","1000 ha","372.6098","FC","Calculated data"
"LC","Land Cover","44","Colombia","5008","Area from CCI_LC","6975","Mangroves","2009","2009","1000 ha","373.2299","FC","Calculated data"
"LC","Land Cover","44","Colombia","5008","Area from CCI_LC","6975","Mangroves","2010","2010","1000 ha","373.8266","FC","Calculated data"
"LC","Land Cover","44","Colombia","5008","Area from CCI_LC","6975","Mangroves","2011","2011","1000 ha","374.0747","FC","Calculated data"
"LC","Land Cover","44","Colombia","5008","Area from CCI_LC","6975","Mangroves","2012","2012","1000 ha","376.6556","FC","Calculated data"
"LC","Land Cover","44","Colombia","5008","Area from CCI_LC","6975","Mangroves","2013","2013","1000 ha","376.1518","FC","Calculated data"
"LC","Land Cover","44","Colombia","5008","Area from CCI_LC","6975","Mangroves","2014","2014","1000 ha","375.1132","FC","Calculated data"
"LC","Land Cover","44","Colombia","5008","Area from CCI_LC","6975","Mangroves","2015","2015","1000 ha","375.09","FC","Calculated data"
"LC","Land Cover","44","Colombia","5008","Area from CCI_LC","6975","Mangroves","2016","2016","1000 ha","375.1597","FC","Calculated data"
"LC","Land Cover","44","Colombia","5008","Area from CCI_LC","6975","Mangroves","2017","2017","1000 ha","375.0512","FC","Calculated data"
"LC","Land Cover","44","Colombia","5008","Area from CCI_LC","6975","Mangroves","2018","2018","1000 ha","374.966","FC","Calculated data"
"LC","Land Cover","44","Colombia","5008","Area from CCI_LC","6975","Mangroves","2019","2019","1000 ha","374.9892","FC","Calculated data"
"LC","Land Cover","44","Colombia","5008","Area from CCI_LC","6975","Mangroves","2020","2020","1000 ha","374.0747","FC","Calculated data"
"LC","Land Cover","44","Colombia","5006","Area from CGLS","6976","Shrub-covered areas","2015","2015","1000 ha","1477.3924","FC","Calculated data"
"LC","Land Cover","44","Colombia","5006","Area from CGLS","6976","Shrub-covered areas","2016","2016","1000 ha","1455.9601","FC","Calculated data"
"LC","Land Cover","44","Colombia","5006","Area from CGLS","6976","Shrub-covered areas","2017","2017","1000 ha","1437.3824","FC","Calculated data"
"LC","Land Cover","44","Colombia","5006","Area from CGLS","6976","Shrub-covered areas","2018","2018","1000 ha","1428.1711","FC","Calculated data"
"LC","Land Cover","44","Colombia","5006","Area from CGLS","6976","Shrub-covered areas","2019","2019","1000 ha","1425.1315","FC","Calculated data"
"LC","Land Cover","44","Colombia","5007","Area from MODIS","6976","Shrub-covered areas","2001","2001","1000 ha","433.3615","FC","Calculated data"
"LC","Land Cover","44","Colombia","5007","Area from MODIS","6976","Shrub-covered areas","2002","2002","1000 ha","402.9744","FC","Calculated data"
"LC","Land Cover","44","Colombia","5007","Area from MODIS","6976","Shrub-covered areas","2003","2003","1000 ha","378.9799","FC","Calculated data"
"LC","Land Cover","44","Colombia","5007","Area from MODIS","6976","Shrub-covered areas","2004","2004","1000 ha","360.326","FC","Calculated data"
"LC","Land Cover","44","Colombia","5007","Area from MODIS","6976","Shrub-covered areas","2005","2005","1000 ha","374.9529","FC","Calculated data"
"LC","Land Cover","44","Colombia","5007","Area from MODIS","6976","Shrub-covered areas","2006","2006","1000 ha","402.1673","FC","Calculated data"
"LC","Land Cover","44","Colombia","5007","Area from MODIS","6976","Shrub-covered areas","2007","2007","1000 ha","333.4508","FC","Calculated data"
"LC","Land Cover","44","Colombia","5007","Area from MODIS","6976","Shrub-covered areas","2008","2008","1000 ha","322.5332","FC","Calculated data"
"LC","Land Cover","44","Colombia","5007","Area from MODIS","6976","Shrub-covered areas","2009","2009","1000 ha","362.0047","FC","Calculated data"
"LC","Land Cover","44","Colombia","5007","Area from MODIS","6976","Shrub-covered areas","2010","2010","1000 ha","342.02","FC","Calculated data"
"LC","Land Cover","44","Colombia","5007","Area from MODIS","6976","Shrub-covered areas","2011","2011","1000 ha","345.7636","FC","Calculated data"
"LC","Land Cover","44","Colombia","5007","Area from MODIS","6976","Shrub-covered areas","2012","2012","1000 ha","365.1344","FC","Calculated data"
"LC","Land Cover","44","Colombia","5007","Area from MODIS","6976","Shrub-covered areas","2013","2013","1000 ha","406.9628","FC","Calculated data"
"LC","Land Cover","44","Colombia","5007","Area from MODIS","6976","Shrub-covered areas","2014","2014","1000 ha","452.2687","FC","Calculated data"
"LC","Land Cover","44","Colombia","5007","Area from MODIS","6976","Shrub-covered areas","2015","2015","1000 ha","462.7483","FC","Calculated data"
"LC","Land Cover","44","Colombia","5007","Area from MODIS","6976","Shrub-covered areas","2016","2016","1000 ha","440.2263","FC","Calculated data"
"LC","Land Cover","44","Colombia","5007","Area from MODIS","6976","Shrub-covered areas","2017","2017","1000 ha","449.0488","FC","Calculated data"
"LC","Land Cover","44","Colombia","5007","Area from MODIS","6976","Shrub-covered areas","2018","2018","1000 ha","426.5225","FC","Calculated data"
"LC","Land Cover","44","Colombia","5007","Area from MODIS","6976","Shrub-covered areas","2019","2019","1000 ha","422.3753","FC","Calculated data"
"LC","Land Cover","44","Colombia","5007","Area from MODIS","6976","Shrub-covered areas","2020","2020","1000 ha","378.4261","FC","Calculated data"
"LC","Land Cover","44","Colombia","5008","Area from CCI_LC","6976","Shrub-covered areas","1992","1992","1000 ha","6920.239","FC","Calculated data"
"LC","Land Cover","44","Colombia","5008","Area from CCI_LC","6976","Shrub-covered areas","1993","1993","1000 ha","6931.066","FC","Calculated data"
"LC","Land Cover","44","Colombia","5008","Area from CCI_LC","6976","Shrub-covered areas","1994","1994","1000 ha","6930.8226","FC","Calculated data"
"LC","Land Cover","44","Colombia","5008","Area from CCI_LC","6976","Shrub-covered areas","1995","1995","1000 ha","6973.3489","FC","Calculated data"
"LC","Land Cover","44","Colombia","5008","Area from CCI_LC","6976","Shrub-covered areas","1996","1996","1000 ha","6974.1894","FC","Calculated data"
"LC","Land Cover","44","Colombia","5008","Area from CCI_LC","6976","Shrub-covered areas","1997","1997","1000 ha","7008.8904","FC","Calculated data"
"LC","Land Cover","44","Colombia","5008","Area from CCI_LC","6976","Shrub-covered areas","1998","1998","1000 ha","7083.6813","FC","Calculated data"
"LC","Land Cover","44","Colombia","5008","Area from CCI_LC","6976","Shrub-covered areas","1999","1999","1000 ha","7148.0894","FC","Calculated data"
"LC","Land Cover","44","Colombia","5008","Area from CCI_LC","6976","Shrub-covered areas","2000","2000","1000 ha","7173.8673","FC","Calculated data"
"LC","Land Cover","44","Colombia","5008","Area from CCI_LC","6976","Shrub-covered areas","2001","2001","1000 ha","7198.4652","FC","Calculated data"
"LC","Land Cover","44","Colombia","5008","Area from CCI_LC","6976","Shrub-covered areas","2002","2002","1000 ha","7228.0661","FC","Calculated data"
"LC","Land Cover","44","Colombia","5008","Area from CCI_LC","6976","Shrub-covered areas","2003","2003","1000 ha","7259.7851","FC","Calculated data"
"LC","Land Cover","44","Colombia","5008","Area from CCI_LC","6976","Shrub-covered areas","2004","2004","1000 ha","7403.1472","FC","Calculated data"
"LC","Land Cover","44","Colombia","5008","Area from CCI_LC","6976","Shrub-covered areas","2005","2005","1000 ha","7410.8775","FC","Calculated data"
"LC","Land Cover","44","Colombia","5008","Area from CCI_LC","6976","Shrub-covered areas","2006","2006","1000 ha","7416.0862","FC","Calculated data"
"LC","Land Cover","44","Colombia","5008","Area from CCI_LC","6976","Shrub-covered areas","2007","2007","1000 ha","7392.3815","FC","Calculated data"
"LC","Land Cover","44","Colombia","5008","Area from CCI_LC","6976","Shrub-covered areas","2008","2008","1000 ha","7402.2796","FC","Calculated data"
"LC","Land Cover","44","Colombia","5008","Area from CCI_LC","6976","Shrub-covered areas","2009","2009","1000 ha","7392.6772","FC","Calculated data"
"LC","Land Cover","44","Colombia","5008","Area from CCI_LC","6976","Shrub-covered areas","2010","2010","1000 ha","7393.0728","FC","Calculated data"
"LC","Land Cover","44","Colombia","5008","Area from CCI_LC","6976","Shrub-covered areas","2011","2011","1000 ha","7396.6105","FC","Calculated data"
"LC","Land Cover","44","Colombia","5008","Area from CCI_LC","6976","Shrub-covered areas","2012","2012","1000 ha","7394.4338","FC","Calculated data"
"LC","Land Cover","44","Colombia","5008","Area from CCI_LC","6976","Shrub-covered areas","2013","2013","1000 ha","7384.0071","FC","Calculated data"
"LC","Land Cover","44","Colombia","5008","Area from CCI_LC","6976","Shrub-covered areas","2014","2014","1000 ha","7339.2123","FC","Calculated data"
"LC","Land Cover","44","Colombia","5008","Area from CCI_LC","6976","Shrub-covered areas","2015","2015","1000 ha","7338.578","FC","Calculated data"
"LC","Land Cover","44","Colombia","5008","Area from CCI_LC","6976","Shrub-covered areas","2016","2016","1000 ha","7374.2931","FC","Calculated data"
"LC","Land Cover","44","Colombia","5008","Area from CCI_LC","6976","Shrub-covered areas","2017","2017","1000 ha","7382.4164","FC","Calculated data"
"LC","Land Cover","44","Colombia","5008","Area from CCI_LC","6976","Shrub-covered areas","2018","2018","1000 ha","7373.4724","FC","Calculated data"
"LC","Land Cover","44","Colombia","5008","Area from CCI_LC","6976","Shrub-covered areas","2019","2019","1000 ha","7378.4404","FC","Calculated data"
"LC","Land Cover","44","Colombia","5008","Area from CCI_LC","6976","Shrub-covered areas","2020","2020","1000 ha","7392.7314","FC","Calculated data"
"LC","Land Cover","44","Colombia","5006","Area from CGLS","6978","Sparsely natural vegetated areas","2015","2015","1000 ha","","NV","Data not available"
"LC","Land Cover","44","Colombia","5006","Area from CGLS","6978","Sparsely natural vegetated areas","2016","2016","1000 ha","","NV","Data not available"
"LC","Land Cover","44","Colombia","5006","Area from CGLS","6978","Sparsely natural vegetated areas","2017","2017","1000 ha","","NV","Data not available"
"LC","Land Cover","44","Colombia","5006","Area from CGLS","6978","Sparsely natural vegetated areas","2018","2018","1000 ha","","NV","Data not available"
"LC","Land Cover","44","Colombia","5006","Area from CGLS","6978","Sparsely natural vegetated areas","2019","2019","1000 ha","","NV","Data not available"
"LC","Land Cover","44","Colombia","5007","Area from MODIS","6978","Sparsely natural vegetated areas","2001","2001","1000 ha","","NV","Data not available"
"LC","Land Cover","44","Colombia","5007","Area from MODIS","6978","Sparsely natural vegetated areas","2002","2002","1000 ha","","NV","Data not available"
"LC","Land Cover","44","Colombia","5007","Area from MODIS","6978","Sparsely natural vegetated areas","2003","2003","1000 ha","","NV","Data not available"
"LC","Land Cover","44","Colombia","5007","Area from MODIS","6978","Sparsely natural vegetated areas","2004","2004","1000 ha","","NV","Data not available"
"LC","Land Cover","44","Colombia","5007","Area from MODIS","6978","Sparsely natural vegetated areas","2005","2005","1000 ha","","NV","Data not available"
"LC","Land Cover","44","Colombia","5007","Area from MODIS","6978","Sparsely natural vegetated areas","2006","2006","1000 ha","","NV","Data not available"
"LC","Land Cover","44","Colombia","5007","Area from MODIS","6978","Sparsely natural vegetated areas","2007","2007","1000 ha","","NV","Data not available"
"LC","Land Cover","44","Colombia","5007","Area from MODIS","6978","Sparsely natural vegetated areas","2008","2008","1000 ha","","NV","Data not available"
"LC","Land Cover","44","Colombia","5007","Area from MODIS","6978","Sparsely natural vegetated areas","2009","2009","1000 ha","","NV","Data not available"
"LC","Land Cover","44","Colombia","5007","Area from MODIS","6978","Sparsely natural vegetated areas","2010","2010","1000 ha","","NV","Data not available"
"LC","Land Cover","44","Colombia","5007","Area from MODIS","6978","Sparsely natural vegetated areas","2011","2011","1000 ha","","NV","Data not available"
"LC","Land Cover","44","Colombia","5007","Area from MODIS","6978","Sparsely natural vegetated areas","2012","2012","1000 ha","","NV","Data not available"
"LC","Land Cover","44","Colombia","5007","Area from MODIS","6978","Sparsely natural vegetated areas","2013","2013","1000 ha","","NV","Data not available"
"LC","Land Cover","44","Colombia","5007","Area from MODIS","6978","Sparsely natural vegetated areas","2014","2014","1000 ha","","NV","Data not available"
"LC","Land Cover","44","Colombia","5007","Area from MODIS","6978","Sparsely natural vegetated areas","2015","2015","1000 ha","","NV","Data not available"
"LC","Land Cover","44","Colombia","5007","Area from MODIS","6978","Sparsely natural vegetated areas","2016","2016","1000 ha","","NV","Data not available"
"LC","Land Cover","44","Colombia","5007","Area from MODIS","6978","Sparsely natural vegetated areas","2017","2017","1000 ha","","NV","Data not available"
"LC","Land Cover","44","Colombia","5007","Area from MODIS","6978","Sparsely natural vegetated areas","2018","2018","1000 ha","","NV","Data not available"
"LC","Land Cover","44","Colombia","5007","Area from MODIS","6978","Sparsely natural vegetated areas","2019","2019","1000 ha","","NV","Data not available"
"LC","Land Cover","44","Colombia","5007","Area from MODIS","6978","Sparsely natural vegetated areas","2020","2020","1000 ha","","NV","Data not available"
"LC","Land Cover","44","Colombia","5008","Area from CCI_LC","6978","Sparsely natural vegetated areas","1992","1992","1000 ha","578.1436","FC","Calculated data"
"LC","Land Cover","44","Colombia","5008","Area from CCI_LC","6978","Sparsely natural vegetated areas","1993","1993","1000 ha","578.0971","FC","Calculated data"
"LC","Land Cover","44","Colombia","5008","Area from CCI_LC","6978","Sparsely natural vegetated areas","1994","1994","1000 ha","578.0041","FC","Calculated data"
"LC","Land Cover","44","Colombia","5008","Area from CCI_LC","6978","Sparsely natural vegetated areas","1995","1995","1000 ha","575.9037","FC","Calculated data"
"LC","Land Cover","44","Colombia","5008","Area from CCI_LC","6978","Sparsely natural vegetated areas","1996","1996","1000 ha","575.6867","FC","Calculated data"
"LC","Land Cover","44","Colombia","5008","Area from CCI_LC","6978","Sparsely natural vegetated areas","1997","1997","1000 ha","575.7719","FC","Calculated data"
"LC","Land Cover","44","Colombia","5008","Area from CCI_LC","6978","Sparsely natural vegetated areas","1998","1998","1000 ha","571.6642","FC","Calculated data"
"LC","Land Cover","44","Colombia","5008","Area from CCI_LC","6978","Sparsely natural vegetated areas","1999","1999","1000 ha","569.3468","FC","Calculated data"
"LC","Land Cover","44","Colombia","5008","Area from CCI_LC","6978","Sparsely natural vegetated areas","2000","2000","1000 ha","564.0533","FC","Calculated data"
"LC","Land Cover","44","Colombia","5008","Area from CCI_LC","6978","Sparsely natural vegetated areas","2001","2001","1000 ha","559.5813","FC","Calculated data"
"LC","Land Cover","44","Colombia","5008","Area from CCI_LC","6978","Sparsely natural vegetated areas","2002","2002","1000 ha","559.4573","FC","Calculated data"
"LC","Land Cover","44","Colombia","5008","Area from CCI_LC","6978","Sparsely natural vegetated areas","2003","2003","1000 ha","557.6359","FC","Calculated data"
"LC","Land Cover","44","Colombia","5008","Area from CCI_LC","6978","Sparsely natural vegetated areas","2004","2004","1000 ha","550.5288","FC","Calculated data"
"LC","Land Cover","44","Colombia","5008","Area from CCI_LC","6978","Sparsely natural vegetated areas","2005","2005","1000 ha","545.553","FC","Calculated data"
"LC","Land Cover","44","Colombia","5008","Area from CCI_LC","6978","Sparsely natural vegetated areas","2006","2006","1000 ha","540.585","FC","Calculated data"
"LC","Land Cover","44","Colombia","5008","Area from CCI_LC","6978","Sparsely natural vegetated areas","2007","2007","1000 ha","540.6005","FC","Calculated data"
"LC","Land Cover","44","Colombia","5008","Area from CCI_LC","6978","Sparsely natural vegetated areas","2008","2008","1000 ha","541.949","FC","Calculated data"
"LC","Land Cover","44","Colombia","5008","Area from CCI_LC","6978","Sparsely natural vegetated areas","2009","2009","1000 ha","538.1591","FC","Calculated data"
"LC","Land Cover","44","Colombia","5008","Area from CCI_LC","6978","Sparsely natural vegetated areas","2010","2010","1000 ha","532.757","FC","Calculated data"
"LC","Land Cover","44","Colombia","5008","Area from CCI_LC","6978","Sparsely natural vegetated areas","2011","2011","1000 ha","532.7648","FC","Calculated data"
"LC","Land Cover","44","Colombia","5008","Area from CCI_LC","6978","Sparsely natural vegetated areas","2012","2012","1000 ha","533.005","FC","Calculated data"
"LC","Land Cover","44","Colombia","5008","Area from CCI_LC","6978","Sparsely natural vegetated areas","2013","2013","1000 ha","532.943","FC","Calculated data"
"LC","Land Cover","44","Colombia","5008","Area from CCI_LC","6978","Sparsely natural vegetated areas","2014","2014","1000 ha","540.337","FC","Calculated data"
"LC","Land Cover","44","Colombia","5008","Area from CCI_LC","6978","Sparsely natural vegetated areas","2015","2015","1000 ha","540.2905","FC","Calculated data"
"LC","Land Cover","44","Colombia","5008","Area from CCI_LC","6978","Sparsely natural vegetated areas","2016","2016","1000 ha","540.6392","FC","Calculated data"
"LC","Land Cover","44","Colombia","5008","Area from CCI_LC","6978","Sparsely natural vegetated areas","2017","2017","1000 ha","540.399","FC","Calculated data"
"LC","Land Cover","44","Colombia","5008","Area from CCI_LC","6978","Sparsely natural vegetated areas","2018","2018","1000 ha","541.1198","FC","Calculated data"
"LC","Land Cover","44","Colombia","5008","Area from CCI_LC","6978","Sparsely natural vegetated areas","2019","2019","1000 ha","540.9337","FC","Calculated data"
"LC","Land Cover","44","Colombia","5008","Area from CCI_LC","6978","Sparsely natural vegetated areas","2020","2020","1000 ha","541.3833","FC","Calculated data"
